Date,Description,Amount
06/17/2026,VENDOR 1787 PAYMENT,-7.99
06/18/2026,VENDOR 1788 PAYMENT,-385.99
06/19/2026,VENDOR 1789 PAYMENT,-116.99
06/20/2026,VENDOR 1790 PAYMENT,-186.99
06/21/2026,VENDOR 1791 PAYMENT,-353.99
06/22/2026,VENDOR 1792 PAYMENT,-196.99
06/23/2026,VENDOR 1793 PAYMENT,-444.99
06/24/2026,VENDOR 1794 PAYMENT,-269.99
06/25/2026,VENDOR 1795 PAYMENT,-98.99
06/26/2026,VENDOR 1796 PAYMENT,-96.99
06/27/2026,VENDOR 1797 PAYMENT,-122.99
06/28/2026,VENDOR 1798 PAYMENT,-367.99
06/29/2026,VENDOR 1799 PAYMENT,-157.99
01/01/2026,VENDOR 1800 PAYMENT,-325.99
01/02/2026,VENDOR 1801 PAYMENT,-236.99
01/03/2026,VENDOR 1802 PAYMENT,-168.99
01/04/2026,VENDOR 1803 PAYMENT,-96.99
01/05/2026,VENDOR 1804 PAYMENT,-70.99
01/06/2026,VENDOR 1805 PAYMENT,-369.99
01/07/2026,VENDOR 1806 PAYMENT,-464.99
01/08/2026,VENDOR 1807 PAYMENT,-338.99
01/09/2026,VENDOR 1808 PAYMENT,-139.99
01/10/2026,VENDOR 1809 PAYMENT,-496.99
01/11/2026,VENDOR 1810 PAYMENT,-177.99
01/12/2026,VENDOR 1811 PAYMENT,-302.99
01/13/2026,VENDOR 1812 PAYMENT,-145.99
01/14/2026,VENDOR 1813 PAYMENT,-67.99
01/15/2026,VENDOR 1814 PAYMENT,-447.99
01/16/2026,VENDOR 1815 PAYMENT,-75.99
01/17/2026,VENDOR 1816 PAYMENT,-396.99
01/18/2026,VENDOR 1817 PAYMENT,-64.99
01/19/2026,VENDOR 1818 PAYMENT,-418.99
01/20/2026,VENDOR 1819 PAYMENT,-385.99
01/21/2026,VENDOR 1820 PAYMENT,-472.99
01/22/2026,VENDOR 1821 PAYMENT,-468.99
01/23/2026,VENDOR 1822 PAYMENT,-274.99
01/24/2026,VENDOR 1823 PAYMENT,-272.99
01/25/2026,VENDOR 1824 PAYMENT,-429.99
01/26/2026,VENDOR 1825 PAYMENT,-221.99
01/27/2026,VENDOR 1826 PAYMENT,-161.99
01/28/2026,VENDOR 1827 PAYMENT,-362.99
01/29/2026,VENDOR 1828 PAYMENT,-184.99
01/30/2026,VENDOR 1829 PAYMENT,-374.99
01/31/2026,VENDOR 1830 PAYMENT,-232.99
02/01/2026,VENDOR 1831 PAYMENT,-494.99
02/02/2026,VENDOR 1832 PAYMENT,-162.99
02/03/2026,VENDOR 1833 PAYMENT,-477.99
02/04/2026,VENDOR 1834 PAYMENT,-176.99
02/05/2026,VENDOR 1835 PAYMENT,-278.99
02/06/2026,VENDOR 1836 PAYMENT,-54.99
02/07/2026,VENDOR 1837 PAYMENT,-79.99
02/08/2026,VENDOR 1838 PAYMENT,-350.99
02/09/2026,VENDOR 1839 PAYMENT,-177.99
02/10/2026,VENDOR 1840 PAYMENT,-289.99
02/11/2026,VENDOR 1841 PAYMENT,-126.99
02/12/2026,VENDOR 1842 PAYMENT,-135.99
02/13/2026,VENDOR 1843 PAYMENT,-19.99
02/14/2026,VENDOR 1844 PAYMENT,-288.99
02/15/2026,VENDOR 1845 PAYMENT,-448.99
02/16/2026,VENDOR 1846 PAYMENT,-166.99
02/17/2026,VENDOR 1847 PAYMENT,-316.99
02/18/2026,VENDOR 1848 PAYMENT,-235.99
02/19/2026,VENDOR 1849 PAYMENT,-34.99
02/20/2026,VENDOR 1850 PAYMENT,-396.99
02/21/2026,VENDOR 1851 PAYMENT,-350.99
02/22/2026,VENDOR 1852 PAYMENT,-180.99
02/23/2026,VENDOR 1853 PAYMENT,-170.99
02/24/2026,VENDOR 1854 PAYMENT,-61.99
02/25/2026,VENDOR 1855 PAYMENT,-391.99
02/26/2026,VENDOR 1856 PAYMENT,-65.99
02/27/2026,VENDOR 1857 PAYMENT,-295.99
02/28/2026,VENDOR 1858 PAYMENT,-468.99
03/01/2026,VENDOR 1859 PAYMENT,-260.99
03/02/2026,VENDOR 1860 PAYMENT,-24.99
03/03/2026,VENDOR 1861 PAYMENT,-221.99
03/04/2026,VENDOR 1862 PAYMENT,-412.99
03/05/2026,VENDOR 1863 PAYMENT,-249.99
03/06/2026,VENDOR 1864 PAYMENT,-16.99
03/07/2026,VENDOR 1865 PAYMENT,-414.99
03/08/2026,VENDOR 1866 PAYMENT,-445.99
03/09/2026,VENDOR 1867 PAYMENT,-65.99
03/10/2026,VENDOR 1868 PAYMENT,-146.99
03/11/2026,VENDOR 1869 PAYMENT,-396.99
03/12/2026,VENDOR 1870 PAYMENT,-478.99
03/13/2026,VENDOR 1871 PAYMENT,-164.99
03/14/2026,VENDOR 1872 PAYMENT,-112.99
03/15/2026,VENDOR 1873 PAYMENT,-21.99
03/16/2026,VENDOR 1874 PAYMENT,-179.99
03/17/2026,VENDOR 1875 PAYMENT,-9.99
03/18/2026,VENDOR 1876 PAYMENT,-198.99
03/19/2026,VENDOR 1877 PAYMENT,-267.99
03/20/2026,VENDOR 1878 PAYMENT,-96.99
03/21/2026,VENDOR 1879 PAYMENT,-90.99
03/22/2026,VENDOR 1880 PAYMENT,-438.99
03/23/2026,VENDOR 1881 PAYMENT,-298.99
03/24/2026,VENDOR 1882 PAYMENT,-436.99
03/25/2026,VENDOR 1883 PAYMENT,-272.99
03/26/2026,VENDOR 1884 PAYMENT,-94.99
03/27/2026,VENDOR 1885 PAYMENT,-466.99
03/28/2026,VENDOR 1886 PAYMENT,-263.99
03/29/2026,VENDOR 1887 PAYMENT,-326.99
03/30/2026,VENDOR 1888 PAYMENT,-136.99
03/31/2026,VENDOR 1889 PAYMENT,-274.99
04/01/2026,VENDOR 1890 PAYMENT,-252.99
04/02/2026,VENDOR 1891 PAYMENT,-325.99
04/03/2026,VENDOR 1892 PAYMENT,-305.99
04/04/2026,VENDOR 1893 PAYMENT,-130.99
04/05/2026,VENDOR 1894 PAYMENT,-273.99
04/06/2026,VENDOR 1895 PAYMENT,-473.99
04/07/2026,VENDOR 1896 PAYMENT,-374.99
04/08/2026,VENDOR 1897 PAYMENT,-33.99
04/09/2026,VENDOR 1898 PAYMENT,-413.99
04/10/2026,VENDOR 1899 PAYMENT,-76.99
04/11/2026,VENDOR 1900 PAYMENT,-386.99
04/12/2026,VENDOR 1901 PAYMENT,-170.99
04/13/2026,VENDOR 1902 PAYMENT,-334.99
04/14/2026,VENDOR 1903 PAYMENT,-304.99
04/15/2026,VENDOR 1904 PAYMENT,-192.99
04/16/2026,VENDOR 1905 PAYMENT,-424.99
04/17/2026,VENDOR 1906 PAYMENT,-96.99
04/18/2026,VENDOR 1907 PAYMENT,-137.99
04/19/2026,VENDOR 1908 PAYMENT,-17.99
04/20/2026,VENDOR 1909 PAYMENT,-251.99
04/21/2026,VENDOR 1910 PAYMENT,-266.99
04/22/2026,VENDOR 1911 PAYMENT,-94.99
04/23/2026,VENDOR 1912 PAYMENT,-495.99
04/24/2026,VENDOR 1913 PAYMENT,-142.99
04/25/2026,VENDOR 1914 PAYMENT,-472.99
04/26/2026,VENDOR 1915 PAYMENT,-240.99
04/27/2026,VENDOR 1916 PAYMENT,-387.99
04/28/2026,VENDOR 1917 PAYMENT,-22.99
04/29/2026,VENDOR 1918 PAYMENT,-305.99
04/30/2026,VENDOR 1919 PAYMENT,-277.99
05/01/2026,VENDOR 1920 PAYMENT,-281.99
05/02/2026,VENDOR 1921 PAYMENT,-92.99
05/03/2026,VENDOR 1922 PAYMENT,-421.99
05/04/2026,VENDOR 1923 PAYMENT,-74.99
05/05/2026,VENDOR 1924 PAYMENT,-497.99
05/06/2026,VENDOR 1925 PAYMENT,-491.99
05/07/2026,VENDOR 1926 PAYMENT,-158.99
05/08/2026,VENDOR 1927 PAYMENT,-56.99
05/09/2026,VENDOR 1928 PAYMENT,-472.99
05/10/2026,VENDOR 1929 PAYMENT,-58.99
05/11/2026,VENDOR 1930 PAYMENT,-341.99
05/12/2026,VENDOR 1931 PAYMENT,-103.99
05/13/2026,VENDOR 1932 PAYMENT,-20.99
05/14/2026,VENDOR 1933 PAYMENT,-408.99
05/15/2026,VENDOR 1934 PAYMENT,-178.99
05/16/2026,VENDOR 1935 PAYMENT,-382.99
05/17/2026,VENDOR 1936 PAYMENT,-487.99
05/18/2026,VENDOR 1937 PAYMENT,-240.99
05/19/2026,VENDOR 1938 PAYMENT,-250.99
05/20/2026,VENDOR 1939 PAYMENT,-57.99
05/21/2026,VENDOR 1940 PAYMENT,-64.99
05/22/2026,VENDOR 1941 PAYMENT,-452.99
05/23/2026,VENDOR 1942 PAYMENT,-378.99
05/24/2026,VENDOR 1943 PAYMENT,-390.99
05/25/2026,VENDOR 1944 PAYMENT,-411.99
05/26/2026,VENDOR 1945 PAYMENT,-66.99
05/27/2026,VENDOR 1946 PAYMENT,-431.99
05/28/2026,VENDOR 1947 PAYMENT,-62.99
05/29/2026,VENDOR 1948 PAYMENT,-164.99
05/30/2026,VENDOR 1949 PAYMENT,-39.99
05/31/2026,VENDOR 1950 PAYMENT,-288.99
06/01/2026,VENDOR 1951 PAYMENT,-234.99
06/02/2026,VENDOR 1952 PAYMENT,-10.99
06/03/2026,VENDOR 1953 PAYMENT,-141.99
06/04/2026,VENDOR 1954 PAYMENT,-98.99
06/05/2026,VENDOR 1955 PAYMENT,-338.99
06/06/2026,VENDOR 1956 PAYMENT,-330.99
06/07/2026,VENDOR 1957 PAYMENT,-230.99
06/08/2026,VENDOR 1958 PAYMENT,-473.99
06/09/2026,VENDOR 1959 PAYMENT,-204.99
06/10/2026,VENDOR 1960 PAYMENT,-48.99
06/11/2026,VENDOR 1961 PAYMENT,-472.99
06/12/2026,VENDOR 1962 PAYMENT,-125.99
06/13/2026,VENDOR 1963 PAYMENT,-371.99
06/14/2026,VENDOR 1964 PAYMENT,-35.99
06/15/2026,VENDOR 1965 PAYMENT,-456.99
06/16/2026,VENDOR 1966 PAYMENT,-431.99
06/17/2026,VENDOR 1967 PAYMENT,-302.99
06/18/2026,VENDOR 1968 PAYMENT,-295.99
06/19/2026,VENDOR 1969 PAYMENT,-491.99
06/20/2026,VENDOR 1970 PAYMENT,-20.99
06/21/2026,VENDOR 1971 PAYMENT,-399.99
06/22/2026,VENDOR 1972 PAYMENT,-246.99
06/23/2026,VENDOR 1973 PAYMENT,-255.99
06/24/2026,VENDOR 1974 PAYMENT,-83.99
06/25/2026,VENDOR 1975 PAYMENT,-137.99
06/26/2026,VENDOR 1976 PAYMENT,-93.99
06/27/2026,VENDOR 1977 PAYMENT,-110.99
06/28/2026,VENDOR 1978 PAYMENT,-441.99
06/29/2026,VENDOR 1979 PAYMENT,-198.99
01/01/2026,VENDOR 1980 PAYMENT,-308.99
01/02/2026,VENDOR 1981 PAYMENT,-362.99
01/03/2026,VENDOR 1982 PAYMENT,-425.99
01/04/2026,VENDOR 1983 PAYMENT,-382.99
01/05/2026,VENDOR 1984 PAYMENT,-378.99
01/06/2026,VENDOR 1985 PAYMENT,-326.99
01/07/2026,VENDOR 1986 PAYMENT,-495.99
01/08/2026,VENDOR 1987 PAYMENT,-309.99
01/09/2026,VENDOR 1988 PAYMENT,-33.99
01/10/2026,VENDOR 1989 PAYMENT,-292.99
01/11/2026,VENDOR 1990 PAYMENT,-10.99
01/12/2026,VENDOR 1991 PAYMENT,-218.99
01/13/2026,VENDOR 1992 PAYMENT,-425.99
01/14/2026,VENDOR 1993 PAYMENT,-487.99
01/15/2026,VENDOR 1994 PAYMENT,-83.99
01/16/2026,VENDOR 1995 PAYMENT,-41.99
01/17/2026,VENDOR 1996 PAYMENT,-388.99
01/18/2026,VENDOR 1997 PAYMENT,-208.99
01/19/2026,VENDOR 1998 PAYMENT,-205.99
01/20/2026,VENDOR 1999 PAYMENT,-479.99
01/21/2026,VENDOR 2000 PAYMENT,-52.99
01/22/2026,VENDOR 2001 PAYMENT,-18.99
01/23/2026,VENDOR 2002 PAYMENT,-401.99
01/24/2026,VENDOR 2003 PAYMENT,-243.99
01/25/2026,VENDOR 2004 PAYMENT,-424.99
01/26/2026,VENDOR 2005 PAYMENT,-480.99
01/27/2026,VENDOR 2006 PAYMENT,-79.99
01/28/2026,VENDOR 2007 PAYMENT,-425.99
01/29/2026,VENDOR 2008 PAYMENT,-320.99
01/30/2026,VENDOR 2009 PAYMENT,-107.99
01/31/2026,VENDOR 2010 PAYMENT,-462.99
02/01/2026,VENDOR 2011 PAYMENT,-360.99
02/02/2026,VENDOR 2012 PAYMENT,-159.99
02/03/2026,VENDOR 2013 PAYMENT,-434.99
02/04/2026,VENDOR 2014 PAYMENT,-161.99
02/05/2026,VENDOR 2015 PAYMENT,-387.99
02/06/2026,VENDOR 2016 PAYMENT,-379.99
02/07/2026,VENDOR 2017 PAYMENT,-470.99
02/08/2026,VENDOR 2018 PAYMENT,-223.99
02/09/2026,VENDOR 2019 PAYMENT,-409.99
02/10/2026,VENDOR 2020 PAYMENT,-150.99
02/11/2026,VENDOR 2021 PAYMENT,-238.99
02/12/2026,VENDOR 2022 PAYMENT,-416.99
02/13/2026,VENDOR 2023 PAYMENT,-432.99
02/14/2026,VENDOR 2024 PAYMENT,-422.99
02/15/2026,VENDOR 2025 PAYMENT,-144.99
02/16/2026,VENDOR 2026 PAYMENT,-344.99
02/17/2026,VENDOR 2027 PAYMENT,-394.99
02/18/2026,VENDOR 2028 PAYMENT,-44.99
02/19/2026,VENDOR 2029 PAYMENT,-386.99
02/20/2026,VENDOR 2030 PAYMENT,-449.99
02/21/2026,VENDOR 2031 PAYMENT,-110.99
02/22/2026,VENDOR 2032 PAYMENT,-323.99
02/23/2026,VENDOR 2033 PAYMENT,-125.99
02/24/2026,VENDOR 2034 PAYMENT,-78.99
02/25/2026,VENDOR 2035 PAYMENT,-455.99
02/26/2026,VENDOR 2036 PAYMENT,-34.99
02/27/2026,VENDOR 2037 PAYMENT,-297.99
02/28/2026,VENDOR 2038 PAYMENT,-119.99
03/01/2026,VENDOR 2039 PAYMENT,-185.99
03/02/2026,VENDOR 2040 PAYMENT,-357.99
03/03/2026,VENDOR 2041 PAYMENT,-268.99
03/04/2026,VENDOR 2042 PAYMENT,-398.99
03/05/2026,VENDOR 2043 PAYMENT,-389.99
03/06/2026,VENDOR 2044 PAYMENT,-156.99
03/07/2026,VENDOR 2045 PAYMENT,-293.99
03/08/2026,VENDOR 2046 PAYMENT,-227.99
03/09/2026,VENDOR 2047 PAYMENT,-119.99
03/10/2026,VENDOR 2048 PAYMENT,-201.99
03/11/2026,VENDOR 2049 PAYMENT,-361.99
03/12/2026,VENDOR 2050 PAYMENT,-225.99
03/13/2026,VENDOR 2051 PAYMENT,-273.99
03/14/2026,VENDOR 2052 PAYMENT,-267.99
03/15/2026,VENDOR 2053 PAYMENT,-93.99
03/16/2026,VENDOR 2054 PAYMENT,-312.99
03/17/2026,VENDOR 2055 PAYMENT,-381.99
03/18/2026,VENDOR 2056 PAYMENT,-205.99
03/19/2026,VENDOR 2057 PAYMENT,-143.99
03/20/2026,VENDOR 2058 PAYMENT,-492.99
03/21/2026,VENDOR 2059 PAYMENT,-8.99
03/22/2026,VENDOR 2060 PAYMENT,-212.99
03/23/2026,VENDOR 2061 PAYMENT,-137.99
03/24/2026,VENDOR 2062 PAYMENT,-125.99
03/25/2026,VENDOR 2063 PAYMENT,-329.99
03/26/2026,VENDOR 2064 PAYMENT,-368.99
03/27/2026,VENDOR 2065 PAYMENT,-304.99
03/28/2026,VENDOR 2066 PAYMENT,-245.99
03/29/2026,VENDOR 2067 PAYMENT,-299.99
03/30/2026,VENDOR 2068 PAYMENT,-88.99
03/31/2026,VENDOR 2069 PAYMENT,-99.99
04/01/2026,VENDOR 2070 PAYMENT,-166.99
04/02/2026,VENDOR 2071 PAYMENT,-166.99
04/03/2026,VENDOR 2072 PAYMENT,-446.99
04/04/2026,VENDOR 2073 PAYMENT,-277.99
04/05/2026,VENDOR 2074 PAYMENT,-304.99
04/06/2026,VENDOR 2075 PAYMENT,-36.99
04/07/2026,VENDOR 2076 PAYMENT,-50.99
04/08/2026,VENDOR 2077 PAYMENT,-489.99
04/09/2026,VENDOR 2078 PAYMENT,-396.99
04/10/2026,VENDOR 2079 PAYMENT,-473.99
04/11/2026,VENDOR 2080 PAYMENT,-424.99
04/12/2026,VENDOR 2081 PAYMENT,-318.99
04/13/2026,VENDOR 2082 PAYMENT,-286.99
04/14/2026,VENDOR 2083 PAYMENT,-86.99
04/15/2026,VENDOR 2084 PAYMENT,-375.99
04/16/2026,VENDOR 2085 PAYMENT,-160.99
04/17/2026,VENDOR 2086 PAYMENT,-433.99
04/18/2026,VENDOR 2087 PAYMENT,-357.99
04/19/2026,VENDOR 2088 PAYMENT,-226.99
04/20/2026,VENDOR 2089 PAYMENT,-70.99
04/21/2026,VENDOR 2090 PAYMENT,-114.99
04/22/2026,VENDOR 2091 PAYMENT,-398.99
04/23/2026,VENDOR 2092 PAYMENT,-139.99
04/24/2026,VENDOR 2093 PAYMENT,-275.99
04/25/2026,VENDOR 2094 PAYMENT,-188.99
04/26/2026,VENDOR 2095 PAYMENT,-153.99
04/27/2026,VENDOR 2096 PAYMENT,-61.99
04/28/2026,VENDOR 2097 PAYMENT,-238.99
04/29/2026,VENDOR 2098 PAYMENT,-114.99
04/30/2026,VENDOR 2099 PAYMENT,-329.99
05/01/2026,VENDOR 2100 PAYMENT,-316.99
05/02/2026,VENDOR 2101 PAYMENT,-247.99
05/03/2026,VENDOR 2102 PAYMENT,-344.99
05/04/2026,VENDOR 2103 PAYMENT,-407.99
05/05/2026,VENDOR 2104 PAYMENT,-16.99
05/06/2026,VENDOR 2105 PAYMENT,-7.99
05/07/2026,VENDOR 2106 PAYMENT,-388.99
05/08/2026,VENDOR 2107 PAYMENT,-148.99
05/09/2026,VENDOR 2108 PAYMENT,-309.99
05/10/2026,VENDOR 2109 PAYMENT,-145.99
05/11/2026,VENDOR 2110 PAYMENT,-210.99
05/12/2026,VENDOR 2111 PAYMENT,-405.99
05/13/2026,VENDOR 2112 PAYMENT,-241.99
05/14/2026,VENDOR 2113 PAYMENT,-342.99
05/15/2026,VENDOR 2114 PAYMENT,-354.99
05/16/2026,VENDOR 2115 PAYMENT,-458.99
05/17/2026,VENDOR 2116 PAYMENT,-365.99
05/18/2026,VENDOR 2117 PAYMENT,-396.99
05/19/2026,VENDOR 2118 PAYMENT,-88.99
05/20/2026,VENDOR 2119 PAYMENT,-369.99
05/21/2026,VENDOR 2120 PAYMENT,-251.99
05/22/2026,VENDOR 2121 PAYMENT,-483.99
05/23/2026,VENDOR 2122 PAYMENT,-192.99
05/24/2026,VENDOR 2123 PAYMENT,-368.99
05/25/2026,VENDOR 2124 PAYMENT,-372.99
05/26/2026,VENDOR 2125 PAYMENT,-388.99
05/27/2026,VENDOR 2126 PAYMENT,-339.99
05/28/2026,VENDOR 2127 PAYMENT,-144.99
05/29/2026,VENDOR 2128 PAYMENT,-475.99
05/30/2026,VENDOR 2129 PAYMENT,-247.99
05/31/2026,VENDOR 2130 PAYMENT,-90.99
06/01/2026,VENDOR 2131 PAYMENT,-303.99
06/02/2026,VENDOR 2132 PAYMENT,-306.99
06/03/2026,VENDOR 2133 PAYMENT,-317.99
06/04/2026,VENDOR 2134 PAYMENT,-223.99
06/05/2026,VENDOR 2135 PAYMENT,-412.99
06/06/2026,VENDOR 2136 PAYMENT,-117.99
06/07/2026,VENDOR 2137 PAYMENT,-474.99
06/08/2026,VENDOR 2138 PAYMENT,-68.99
06/09/2026,VENDOR 2139 PAYMENT,-286.99
06/10/2026,VENDOR 2140 PAYMENT,-233.99
06/11/2026,VENDOR 2141 PAYMENT,-200.99
06/12/2026,VENDOR 2142 PAYMENT,-59.99
06/13/2026,VENDOR 2143 PAYMENT,-257.99
06/14/2026,VENDOR 2144 PAYMENT,-0.99
06/15/2026,VENDOR 2145 PAYMENT,-394.99
06/16/2026,VENDOR 2146 PAYMENT,-84.99
06/17/2026,VENDOR 2147 PAYMENT,-321.99
06/18/2026,VENDOR 2148 PAYMENT,-181.99
06/19/2026,VENDOR 2149 PAYMENT,-418.99
06/20/2026,VENDOR 2150 PAYMENT,-42.99
06/21/2026,VENDOR 2151 PAYMENT,-368.99
06/22/2026,VENDOR 2152 PAYMENT,-374.99
06/23/2026,VENDOR 2153 PAYMENT,-12.99
06/24/2026,VENDOR 2154 PAYMENT,-328.99
06/25/2026,VENDOR 2155 PAYMENT,-39.99
06/26/2026,VENDOR 2156 PAYMENT,-462.99
06/27/2026,VENDOR 2157 PAYMENT,-108.99
06/28/2026,VENDOR 2158 PAYMENT,-441.99
06/29/2026,VENDOR 2159 PAYMENT,-446.99
01/01/2026,VENDOR 2160 PAYMENT,-34.99
01/02/2026,VENDOR 2161 PAYMENT,-372.99
01/03/2026,VENDOR 2162 PAYMENT,-331.99
01/04/2026,VENDOR 2163 PAYMENT,-460.99
01/05/2026,VENDOR 2164 PAYMENT,-230.99
01/06/2026,VENDOR 2165 PAYMENT,-132.99
01/07/2026,VENDOR 2166 PAYMENT,-128.99
01/08/2026,VENDOR 2167 PAYMENT,-118.99
01/09/2026,VENDOR 2168 PAYMENT,-307.99
01/10/2026,VENDOR 2169 PAYMENT,-0.99
01/11/2026,VENDOR 2170 PAYMENT,-29.99
01/12/2026,VENDOR 2171 PAYMENT,-415.99
01/13/2026,VENDOR 2172 PAYMENT,-221.99
01/14/2026,VENDOR 2173 PAYMENT,-66.99
01/15/2026,VENDOR 2174 PAYMENT,-387.99
01/16/2026,VENDOR 2175 PAYMENT,-338.99
01/17/2026,VENDOR 2176 PAYMENT,-317.99
01/18/2026,VENDOR 2177 PAYMENT,-33.99
01/19/2026,VENDOR 2178 PAYMENT,-269.99
01/20/2026,VENDOR 2179 PAYMENT,-89.99
01/21/2026,VENDOR 2180 PAYMENT,-168.99
01/22/2026,VENDOR 2181 PAYMENT,-103.99
01/23/2026,VENDOR 2182 PAYMENT,-454.99
01/24/2026,VENDOR 2183 PAYMENT,-128.99
01/25/2026,VENDOR 2184 PAYMENT,-132.99
01/26/2026,VENDOR 2185 PAYMENT,-267.99
01/27/2026,VENDOR 2186 PAYMENT,-152.99
01/28/2026,VENDOR 2187 PAYMENT,-242.99
01/29/2026,VENDOR 2188 PAYMENT,-445.99
01/30/2026,VENDOR 2189 PAYMENT,-438.99
01/31/2026,VENDOR 2190 PAYMENT,-27.99
02/01/2026,VENDOR 2191 PAYMENT,-192.99
02/02/2026,VENDOR 2192 PAYMENT,-466.99
02/03/2026,VENDOR 2193 PAYMENT,-159.99
02/04/2026,VENDOR 2194 PAYMENT,-229.99
02/05/2026,VENDOR 2195 PAYMENT,-380.99
02/06/2026,VENDOR 2196 PAYMENT,-487.99
02/07/2026,VENDOR 2197 PAYMENT,-257.99
02/08/2026,VENDOR 2198 PAYMENT,-302.99
02/09/2026,VENDOR 2199 PAYMENT,-319.99
02/10/2026,VENDOR 2200 PAYMENT,-122.99
02/11/2026,VENDOR 2201 PAYMENT,-99.99
02/12/2026,VENDOR 2202 PAYMENT,-98.99
02/13/2026,VENDOR 2203 PAYMENT,-289.99
02/14/2026,VENDOR 2204 PAYMENT,-45.99
02/15/2026,VENDOR 2205 PAYMENT,-344.99
02/16/2026,VENDOR 2206 PAYMENT,-314.99
02/17/2026,VENDOR 2207 PAYMENT,-218.99
02/18/2026,VENDOR 2208 PAYMENT,-417.99
02/19/2026,VENDOR 2209 PAYMENT,-77.99
02/20/2026,VENDOR 2210 PAYMENT,-207.99
02/21/2026,VENDOR 2211 PAYMENT,-143.99
02/22/2026,VENDOR 2212 PAYMENT,-480.99
02/23/2026,VENDOR 2213 PAYMENT,-178.99
02/24/2026,VENDOR 2214 PAYMENT,-226.99
02/25/2026,VENDOR 2215 PAYMENT,-444.99
02/26/2026,VENDOR 2216 PAYMENT,-480.99
02/27/2026,VENDOR 2217 PAYMENT,-71.99
02/28/2026,VENDOR 2218 PAYMENT,-128.99
03/01/2026,VENDOR 2219 PAYMENT,-428.99
03/02/2026,VENDOR 2220 PAYMENT,-162.99
03/03/2026,VENDOR 2221 PAYMENT,-99.99
03/04/2026,VENDOR 2222 PAYMENT,-490.99
03/05/2026,VENDOR 2223 PAYMENT,-351.99
03/06/2026,VENDOR 2224 PAYMENT,-496.99
03/07/2026,VENDOR 2225 PAYMENT,-112.99
03/08/2026,VENDOR 2226 PAYMENT,-41.99
03/09/2026,VENDOR 2227 PAYMENT,-149.99
03/10/2026,VENDOR 2228 PAYMENT,-115.99
03/11/2026,VENDOR 2229 PAYMENT,-37.99
03/12/2026,VENDOR 2230 PAYMENT,-490.99
03/13/2026,VENDOR 2231 PAYMENT,-226.99
03/14/2026,VENDOR 2232 PAYMENT,-328.99
03/15/2026,VENDOR 2233 PAYMENT,-253.99
03/16/2026,VENDOR 2234 PAYMENT,-336.99
03/17/2026,VENDOR 2235 PAYMENT,-364.99
03/18/2026,VENDOR 2236 PAYMENT,-55.99
03/19/2026,VENDOR 2237 PAYMENT,-6.99
03/20/2026,VENDOR 2238 PAYMENT,-345.99
03/21/2026,VENDOR 2239 PAYMENT,-492.99
03/22/2026,VENDOR 2240 PAYMENT,-197.99
03/23/2026,VENDOR 2241 PAYMENT,-85.99
03/24/2026,VENDOR 2242 PAYMENT,-237.99
03/25/2026,VENDOR 2243 PAYMENT,-219.99
03/26/2026,VENDOR 2244 PAYMENT,-450.99
03/27/2026,VENDOR 2245 PAYMENT,-330.99
03/28/2026,VENDOR 2246 PAYMENT,-14.99
03/29/2026,VENDOR 2247 PAYMENT,-416.99
03/30/2026,VENDOR 2248 PAYMENT,-98.99
03/31/2026,VENDOR 2249 PAYMENT,-360.99
04/01/2026,VENDOR 2250 PAYMENT,-213.99
04/02/2026,VENDOR 2251 PAYMENT,-202.99
04/03/2026,VENDOR 2252 PAYMENT,-171.99
04/04/2026,VENDOR 2253 PAYMENT,-304.99
04/05/2026,VENDOR 2254 PAYMENT,-355.99
04/06/2026,VENDOR 2255 PAYMENT,-30.99
04/07/2026,VENDOR 2256 PAYMENT,-75.99
04/08/2026,VENDOR 2257 PAYMENT,-80.99
04/09/2026,VENDOR 2258 PAYMENT,-452.99
04/10/2026,VENDOR 2259 PAYMENT,-367.99
04/11/2026,VENDOR 2260 PAYMENT,-319.99
04/12/2026,VENDOR 2261 PAYMENT,-78.99
04/13/2026,VENDOR 2262 PAYMENT,-295.99
04/14/2026,VENDOR 2263 PAYMENT,-313.99
04/15/2026,VENDOR 2264 PAYMENT,-402.99
04/16/2026,VENDOR 2265 PAYMENT,-7.99
04/17/2026,VENDOR 2266 PAYMENT,-54.99
04/18/2026,VENDOR 2267 PAYMENT,-391.99
04/19/2026,VENDOR 2268 PAYMENT,-189.99
04/20/2026,VENDOR 2269 PAYMENT,-30.99
04/21/2026,VENDOR 2270 PAYMENT,-12.99
04/22/2026,VENDOR 2271 PAYMENT,-164.99
04/23/2026,VENDOR 2272 PAYMENT,-295.99
04/24/2026,VENDOR 2273 PAYMENT,-252.99
04/25/2026,VENDOR 2274 PAYMENT,-89.99
04/26/2026,VENDOR 2275 PAYMENT,-223.99
04/27/2026,VENDOR 2276 PAYMENT,-222.99
04/28/2026,VENDOR 2277 PAYMENT,-182.99
04/29/2026,VENDOR 2278 PAYMENT,-38.99
04/30/2026,VENDOR 2279 PAYMENT,-81.99
05/01/2026,VENDOR 2280 PAYMENT,-251.99
05/02/2026,VENDOR 2281 PAYMENT,-143.99
05/03/2026,VENDOR 2282 PAYMENT,-187.99
05/04/2026,VENDOR 2283 PAYMENT,-199.99
05/05/2026,VENDOR 2284 PAYMENT,-15.99
05/06/2026,VENDOR 2285 PAYMENT,-445.99
